Index	Reagents	Products	Rule	Energy Change
7002_0	['O', 'C(C(C(C=CCO)=O)O)=O']	['C(C(C(CC(CO)O)=O)O)=O']	Hydration of C=C(O)	-15.94
7003_0	['O', 'C(C(C(C=CCO)=O)O)=O']	['C(C(C(C(CCO)O)=O)O)=O']	Hydration of C=C(O)	41.01
7004_0	['O', 'C(C=CC(C(CO)O)=O)=O']	['C(CC(C(C(CO)O)=O)O)=O']	Hydration of C=C(O)	0.43
7005_0	['O', 'C(C=CC(C(CO)O)=O)=O']	['C(CC(C=O)O)(C(CO)O)=O']	Hydration of C=C(O)	0.43
7006_0	['O', 'C(C(C(C(C=C)=O)O)O)=O']	['C(C(C(C=O)O)O)(CCO)=O']	Hydration of C=C(O)	2.3
7007_0	['O', 'C(C(C(C(C=C)=O)O)O)=O']	['C(C(C(C=O)O)O)(C(C)O)=O']	Hydration of C=C(O)	-2.09
7008_0	['O', 'C(C(C=CC(CO)=O)O)=O']	['C(C(CC(C(CO)=O)O)O)=O']	Hydration of C=C(O)	0.43
7009_0	['O', 'C(C(C=CC(CO)=O)O)=O']	['C(C(C(CC(CO)=O)O)O)=O']	Hydration of C=C(O)	0.43
7010_0	['O', 'C(C(C(C=CC=O)O)O)=O']	['C(C(C(CC(C=O)O)O)O)=O']	Hydration of C=C(O)	0.43
7011_0	['O', 'C(C(C(C=CC=O)O)O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Hydration of C=C(O)	0.43
7012_0	['O', 'C(C(C(CO)O)O)=CC(O)=O']	['C(CC(C(C(CO)O)O)O)(O)=O']	Hydration of C=C(O)	412.32
7013_0	['O', 'C(C(C(CO)O)O)=CC(O)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Hydration of C=C(O)	0.43
7014_0	['O', 'C(C(C=CC(CO)O)O)(O)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Hydration of C=C(O)	0.43
7015_0	['O', 'C(C(C=CC(CO)O)O)(O)=O']	['C(C(C(CC(CO)O)O)O)(O)=O']	Hydration of C=C(O)	400.02
7016_0	['O', 'C(C(C(C(CO)O)O)O)=CN']	['C(CC(C(C(CO)O)O)O)=O', 'N']	Enamine Hydration and Elimination	-47.82
7018_0	['C(C(C(C(CO)O)O)O)=CN', 'N']	['C(C(C(C(C(CN)N)O)O)O)O']	Deamination of Vicinal Diamine, (inverse)	235.64
7020_0	['CN', 'C(C(C(C(CO)O)O)O)=CN']	['CNC(CN)C(C(C(CO)O)O)O']	Deamination of Vicinal Diamine, (inverse)	78.27
7021_0	['C(C(C(C(C(CO)O)O)O)NC)=O']	['CN', 'C(CC(C(C(CO)O)O)=O)=O']	Deamination 2	-30.73
7022_0	['C(C(C(CO)O)O)(C(CO)NC)=O']	['CN', 'C(CC(C(C(CO)O)O)=O)=O']	Deamination 2	-28.73
7023_0	['C(C(C(CO)O)N)(O)=O']	['N', 'C(CC(CO)=O)(O)=O']	Deamination 2	-258.36
7024_0	['C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(CC(C(C(CO)O)O)=O)(O)=O', 'N']	Deamination 2	-29.41
7026_0	['C(C(C(C(O)=O)N)O)(O)=O']	['N', 'C(CC(C(O)=O)=O)(O)=O']	Deamination 2	316.49
7027_0	['C(C(CO)N)(O)=O']	['N', 'C(CC(O)=O)=O']	Deamination 2	-413.09
7028_0	['C(CO)(C(C(C(CO)O)O)NC)=O']	['CN', 'C(C(CO)O)(CC(CO)=O)=O']	Deamination 2	-17.91
7029_0	['C(CC(C(C(CO)O)NC)=O)=O']	['CN', 'C(CC(CC(CO)=O)=O)=O']	Deamination 2	-17.91
7030_0	['C(CC(C=O)O)(C(CO)NC)=O']	['CN', 'C(CC(CC(C=O)O)=O)=O']	Deamination 2	-24.09
7031_0	['C(C(C(C=O)O)NC)(CCO)=O']	['CN', 'C(CCO)(CC(C=O)=O)=O']	Deamination 2	-26.09
7032_0	['C(C(C(C(C(C)=O)NC)O)O)=O']	['CN', 'C(C(C=O)O)(CC(C)=O)=O']	Deamination 2	-17.91
7033_0	['C(C(C(C(C(CO)O)O)NC)=O)=O']	['CN', 'C(C(CO)O)(CC(C=O)=O)=O']	Deamination 2	-56.73
7034_0	['C(C(C(C(C(CO)O)O)O)N)=O']	['C(CC(C(C(CO)O)O)=O)=O', 'N']	Deamination 2	-69.81
7035_0	['C(C(CN)O)(CC(CO)O)=O']	['N', 'C(C(C)=O)(CC(CO)O)=O']	Deamination 2	-42.62
7036_0	['C(C(CO)O)(CC(CN)O)=O']	['N', 'C(C(CO)O)(CC(C)=O)=O']	Deamination 2	-49.02
7037_0	['C(C(C(CN)O)O)(CCO)=O']	['N', 'C(CCO)(C(C(C)=O)O)=O']	Deamination 2	-51.35
7038_0	['C(CO)(CC(C(CN)O)O)=O']	['N', 'C(C)(C(CC(CO)=O)O)=O']	Deamination 2	-22.43
7039_0	['C(C)(C(C(C(CN)O)O)O)=O']	['N', 'C(C)(C(C(C(C)=O)O)O)=O']	Deamination 2	-22.43
7040_0	['C(CC(C(C(CN)O)O)O)=O']	['N', 'C(CC(C(C(C)=O)O)O)=O']	Deamination 2	-304.26
7041_0	['C(C(C(CO)NC)O)=O']	['CN', 'C(C(CCO)=O)=O']	Deamination 2	-17.91
7042_0	['C(C(C(CO)NC)O)=O']	['CN', 'C(CC(C=O)O)=O']	Deamination 2	-15.91
7043_0	['C(CO)(C(C(C(CO)O)NC)O)=O']	['CN', 'C(C(CO)=O)(CC(CO)O)=O']	Deamination 2	-17.91
7044_0	['C(CO)(C(C(C(CO)O)NC)O)=O']	['CN', 'C(CO)(C(CC(CO)=O)O)=O']	Deamination 2	-17.91
7045_0	['C(C(CC(C(CO)O)NC)=O)=O']	['CN', 'C(CO)(CCC(C=O)=O)=O']	Deamination 2	-17.91
7046_0	['C(CC(C(C(CO)NC)O)=O)=O']	['CN', 'C(CC(C(CCO)=O)=O)=O']	Deamination 2	-13.27
7047_0	['C(CC(C(C(CO)NC)O)=O)=O']	['CN', 'C(CC(C(CC=O)O)=O)=O']	Deamination 2	-15.91
7048_0	['C(C(C(CC(CO)NC)=O)O)=O']	['CN', 'C(C(C(CCC=O)=O)O)=O']	Deamination 2	41.04
7049_0	['C(CC(C=O)O)(C(CNC)O)=O']	['CN', 'C(C(CC(C(C)=O)=O)O)=O']	Deamination 2	-15.57
7050_0	['C(C(C(C(CCO)=O)O)NC)=O']	['CN', 'C(CC(C(CCO)=O)=O)=O']	Deamination 2	-26.09
7051_0	['C(C(C(CC(CO)=O)NC)O)=O']	['CN', 'C(CO)(CCC(C=O)=O)=O']	Deamination 2	-17.91
7052_0	['C(C(C(C(C(C)=O)O)NC)O)=O']	['CN', 'C(C)(C(CC(C=O)=O)O)=O']	Deamination 2	-17.91
7053_0	['C(C(C(C(C(C)=O)O)NC)O)=O']	['CN', 'C(C(CC(C(C)=O)=O)O)=O']	Deamination 2	-17.91
7054_0	['C(CC(C(C(C=O)O)NC)O)=O']	['CN', 'C(CC(CC(C=O)=O)O)=O']	Deamination 2	-17.91
7055_0	['C(CC(C(C(C=O)O)NC)O)=O']	['CN', 'C(CC(CC(C=O)O)=O)=O']	Deamination 2	-26.09
7056_0	['C(CC(C(C(C=O)O)O)NC)=O']	['CN', 'C(C(C(CCC=O)=O)O)=O']	Deamination 2	-17.91
7057_0	['C(C(C(C(C(CO)O)NC)O)=O)=O']	['CN', 'C(C(C(CC(CO)O)=O)=O)=O']	Deamination 2	-17.91
7058_0	['C(C(C(C(C(CO)O)NC)O)=O)=O']	['CN', 'C(CO)(CC(C(C=O)=O)O)=O']	Deamination 2	-17.91
7059_0	['C(C(C(CO)NCC(O)=O)O)=O']	['C(CN)(O)=O', 'C(C(CCO)=O)=O']	Deamination 2	-30.05
7060_0	['C(C(C(CO)NCC(O)=O)O)=O']	['C(CN)(O)=O', 'C(CC(C=O)O)=O']	Deamination 2	-28.05
7061_0	['C(C(C(C(C(CO)O)O)NC)O)=O']	['CN', 'C(C(CC(C(CO)O)O)=O)=O']	Deamination 2	-17.91
7062_0	['C(C(C(C(C(CO)O)O)NC)O)=O']	['CN', 'C(CC(C=O)O)(C(CO)O)=O']	Deamination 2	-17.91
7063_0	['C(CN)O']	['C(C)=O', 'N']	Deamination 2	-35.86
7064_0	['C(C(C(CN)O)O)O']	['C(C)(C(CO)O)=O', 'N']	Deamination 2	-27.07
7065_0	['C(C(C(C(C(CO)N)O)O)O)O']	['C(CC(C(C(CO)O)O)O)=O', 'N']	Deamination 2	-27.4
7066_0	['C(C(C(C(C(CO)N)O)O)O)O']	['C(C(C(CO)O)O)(CCO)=O', 'N']	Deamination 2	-29.41
7067_0	['C(CC(C(C(CO)O)O)N)=O']	['N', 'C(CCC=O)(C(CO)O)=O']	Deamination 2	-51.35
7069_0	['C(C(C(CC(CO)O)N)O)=O']	['N', 'C(C(CCC(CO)O)=O)=O']	Deamination 2	130.47
7070_0	['C(C(CC(C(CO)O)N)O)=O']	['N', 'C(C(CCC(CO)=O)O)=O']	Deamination 2	224.99
7071_0	['C(C(C(C(CCO)N)O)O)=O']	['N', 'C(C(C(CCCO)=O)O)=O']	Deamination 2	-51.35
7073_0	['C(C(C(CC(CO)N)O)O)=O']	['N', 'C(CCC(C(C=O)O)O)=O']	Deamination 2	15.16
7075_0	['C(C(C(C(C(C)N)O)O)O)=O']	['N', 'C(C(C(C=O)O)O)(CC)=O']	Deamination 2	24.79
7076_0	['C(CC(C(C(CO)O)=O)NC)=O']	['CN', 'C(C=CC(C(CO)O)=O)=O']	Deamination 3	22.67
7077_0	['C(C(C(CC(CO)O)NC)=O)=O']	['CN', 'C(C(CO)O)=CC(C=O)=O']	Deamination 3	22.67
7078_0	['C(C(CC(C(CO)=O)NC)O)=O']	['CN', 'C(C(C=CC(CO)=O)O)=O']	Deamination 3	22.67
7079_0	['C(C(C(C(CCO)NC)=O)O)=O']	['CN', 'C(C(C(C=CCO)=O)O)=O']	Deamination 3	-17.91
7080_0	['C(C(CC(C(C=O)O)O)NC)=O']	['CN', 'C(C(C(C=CC=O)O)O)=O']	Deamination 3	22.67
7081_0	['C(C(C(C=O)O)O)(C(C)NC)=O']	['CN', 'C(C(C(C(C=C)=O)O)O)=O']	Deamination 3	25.2
7082_0	['C(C(CC(C(CO)O)O)N)=O']	['N', 'C(C(C(CO)O)O)=CC=O']	Deamination 3	-224.93
7083_0	['C(C(C(CO)O)O)(CCN)=O']	['N', 'C=CC(C(C(CO)O)O)=O']	Deamination 3	-210.17
7084_0	['C(C(CC(C(CO)O)NC)=O)=O']	['CN', 'C(C(CO)O)=CC(C=O)=O']	Deamination 3	22.67
7085_0	['C(C(C(CC(CO)NC)=O)O)=O']	['CN', 'C(C(C(C=CCO)=O)O)=O']	Deamination 3	39.04
7086_0	['C(CC(C=O)NC)(C(CO)O)=O']	['CN', 'C(C=CC(C(CO)O)=O)=O']	Deamination 3	22.67
7087_0	['C(C(C(C=O)O)O)(CCNC)=O']	['CN', 'C(C(C(C(C=C)=O)O)O)=O']	Deamination 3	27.54
7088_0	['C(C(C(CC(CO)=O)NC)O)=O']	['CN', 'C(C(C=CC(CO)=O)O)=O']	Deamination 3	22.67
7089_0	['C(CC(C(C(C=O)O)O)NC)=O']	['CN', 'C(C(C(C=CC=O)O)O)=O']	Deamination 3	22.67
7090_0	['C(CC(C(C(CO)O)O)N)=O']	['N', 'C(C(C(CO)O)O)=CC=O']	Deamination 3	-224.93
7091_0	['C(C(C(CC(CO)O)N)O)=O']	['N', 'C(C(C=CC(CO)O)O)=O']	Deamination 3	254.66
7092_0	['C(C(CC(C(CO)O)N)O)=O']	['N', 'C(C(C=CC(CO)O)O)=O']	Deamination 3	254.66
7093_0	['C(C(C(C(CCO)N)O)O)=O']	['N', 'C(C(C(C=CCO)O)O)=O']	Deamination 3	-221.6
7094_0	['C(C(C(CC(CO)N)O)O)=O']	['N', 'C(C(C(C=CCO)O)O)=O']	Deamination 3	-221.6
7095_0	['C(C(C(C(C(C)N)O)O)O)=O']	['N', 'C(C(C(C(C=C)O)O)O)=O']	Deamination 3	33.1
7096_0	['C(C(C(C(CCN)O)O)O)=O']	['N', 'C(C(C(C(C=C)O)O)O)=O']	Deamination 3	35.44
7098_0	['C(C(CO)O)=CC(C=O)=O', 'N']	['C(C(CC(C(CO)O)N)=O)=O']	Deamination 3 (inverse)	89.64
7098_1	['C(C(CO)O)=CC(C=O)=O', 'N']	['C(C(CC(C(CO)O)N)=O)=O']	Michael Addition 0,0, 	89.64
7099_0	['C(C(CO)O)=CC(C=O)=O', 'N']	['C(C(C(CC(CO)O)N)=O)=O']	Deamination 3 (inverse)	-409.19
7101_0	['C(C(C(C=CCO)=O)O)=O', 'N']	['C(C(C(CC(CO)N)=O)O)=O']	Deamination 3 (inverse)	11.85
7101_1	['C(C(C(C=CCO)=O)O)=O', 'N']	['C(C(C(CC(CO)N)=O)O)=O']	Michael Addition 0,0, 	11.85
7102_0	['C(C(C(C=CCO)=O)O)=O', 'N']	['C(C(C(C(CCO)N)=O)O)=O']	Deamination 3 (inverse)	-373.12
7103_0	['C(C=CC(C(CO)O)=O)=O', 'N']	['C(CC(C(C(CO)O)=O)N)=O']	Deamination 3 (inverse)	-17.24
7103_1	['C(C=CC(C(CO)O)=O)=O', 'N']	['C(CC(C(C(CO)O)=O)N)=O']	Michael Addition 0,0, 	-17.24
7104_0	['C(C=CC(C(CO)O)=O)=O', 'N']	['C(CC(C=O)N)(C(CO)O)=O']	Deamination 3 (inverse)	12.01
7104_1	['C(C=CC(C(CO)O)=O)=O', 'N']	['C(CC(C=O)N)(C(CO)O)=O']	Michael Addition 0,0, 	12.01
7106_0	['C(C(C(C(C=C)=O)O)O)=O', 'N']	['C(C(C(C=O)O)O)(CCN)=O']	Deamination 3 (inverse)	-208.44
7106_1	['C(C(C(C(C=C)=O)O)O)=O', 'N']	['C(C(C(C=O)O)O)(CCN)=O']	Michael Addition 0,0, 	-208.44
7107_0	['C(C(C(C(C=C)=O)O)O)=O', 'N']	['C(C(C(C=O)O)O)(C(C)N)=O']	Deamination 3 (inverse)	-343.25
7108_0	['C(C(C=CC(CO)=O)O)=O', 'N']	['C(C(CC(C(CO)=O)N)O)=O']	Deamination 3 (inverse)	-264.26
7110_0	['C(C(C=CC(CO)=O)O)=O', 'N']	['C(C(C(CC(CO)=O)N)O)=O']	Deamination 3 (inverse)	-17.9
7110_1	['C(C(C=CC(CO)=O)O)=O', 'N']	['C(C(C(CC(CO)=O)N)O)=O']	Michael Addition 0,0, 	-17.9
7111_0	['C(C(C(C=CC=O)O)O)=O', 'N']	['C(C(CC(C(C=O)O)O)N)=O']	Deamination 3 (inverse)	-237.57
7113_0	['C(C(C(C=CC=O)O)O)=O', 'N']	['C(CC(C(C(C=O)O)O)N)=O']	Deamination 3 (inverse)	-15.18
7113_1	['C(C(C(C=CC=O)O)O)=O', 'N']	['C(CC(C(C(C=O)O)O)N)=O']	Michael Addition 0,0, 	-15.18
7114_0	['C(C(C(CO)O)O)=CC(O)=O', 'N']	['C(CC(C(C(CO)O)O)N)(O)=O']	Deamination 3 (inverse)	239.46
7114_1	['C(C(C(CO)O)O)=CC(O)=O', 'N']	['C(CC(C(C(CO)O)O)N)(O)=O']	Michael Addition 0,0, 	239.46
7115_0	['C(C(C(CO)O)O)=CC(O)=O', 'N']	['C(C(CC(C(CO)O)O)N)(O)=O']	Deamination 3 (inverse)	-82.52
7116_0	['C(C(C=CC(CO)O)O)(O)=O', 'N']	['C(C(CC(C(CO)O)N)O)(O)=O']	Deamination 3 (inverse)	174.47
7117_0	['C(C(C=CC(CO)O)O)(O)=O', 'N']	['C(C(C(CC(CO)O)N)O)(O)=O']	Deamination 3 (inverse)	183.71
7118_0	['CN', 'C(C(CO)O)=CC(C=O)=O']	['C(C(CC(C(CO)O)NC)=O)=O']	Deamination 3 (inverse)	-22.67
7118_1	['CN', 'C(C(CO)O)=CC(C=O)=O']	['C(C(CC(C(CO)O)NC)=O)=O']	Michael Addition 0,0, 	-22.67
7119_0	['CN', 'C(C(CO)O)=CC(C=O)=O']	['C(C(C(CC(CO)O)NC)=O)=O']	Deamination 3 (inverse)	-22.67
7120_0	['CN', 'C(C(C(C=CCO)=O)O)=O']	['C(C(C(CC(CO)NC)=O)O)=O']	Deamination 3 (inverse)	-39.04
7120_1	['CN', 'C(C(C(C=CCO)=O)O)=O']	['C(C(C(CC(CO)NC)=O)O)=O']	Michael Addition 0,0, 	-39.04
7121_0	['CN', 'C(C(C(C=CCO)=O)O)=O']	['C(C(C(C(CCO)NC)=O)O)=O']	Deamination 3 (inverse)	17.91
7122_0	['CN', 'C(C=CC(C(CO)O)=O)=O']	['C(CC(C(C(CO)O)=O)NC)=O']	Deamination 3 (inverse)	-22.67
7122_1	['CN', 'C(C=CC(C(CO)O)=O)=O']	['C(CC(C(C(CO)O)=O)NC)=O']	Michael Addition 0,0, 	-22.67
7123_0	['CN', 'C(C=CC(C(CO)O)=O)=O']	['C(CC(C=O)NC)(C(CO)O)=O']	Deamination 3 (inverse)	-22.67
7123_1	['CN', 'C(C=CC(C(CO)O)=O)=O']	['C(CC(C=O)NC)(C(CO)O)=O']	Michael Addition 0,0, 	-22.67
7124_0	['CN', 'C(C(C(C(C=C)=O)O)O)=O']	['C(C(C(C=O)O)O)(CCNC)=O']	Deamination 3 (inverse)	-27.54
7124_1	['CN', 'C(C(C(C(C=C)=O)O)O)=O']	['C(C(C(C=O)O)O)(CCNC)=O']	Michael Addition 0,0, 	-27.54
7125_0	['CN', 'C(C(C(C(C=C)=O)O)O)=O']	['C(C(C(C=O)O)O)(C(C)NC)=O']	Deamination 3 (inverse)	-25.2
7126_0	['CN', 'C(C(C=CC(CO)=O)O)=O']	['C(C(CC(C(CO)=O)NC)O)=O']	Deamination 3 (inverse)	-22.67
7127_0	['CN', 'C(C(C=CC(CO)=O)O)=O']	['C(C(C(CC(CO)=O)NC)O)=O']	Deamination 3 (inverse)	-22.67
7127_1	['CN', 'C(C(C=CC(CO)=O)O)=O']	['C(C(C(CC(CO)=O)NC)O)=O']	Michael Addition 0,0, 	-22.67
7128_0	['CN', 'C(C(C(C=CC=O)O)O)=O']	['C(C(CC(C(C=O)O)O)NC)=O']	Deamination 3 (inverse)	-22.67
7129_0	['CN', 'C(C(C(C=CC=O)O)O)=O']	['C(CC(C(C(C=O)O)O)NC)=O']	Deamination 3 (inverse)	-22.67
7129_1	['CN', 'C(C(C(C=CC=O)O)O)=O']	['C(CC(C(C(C=O)O)O)NC)=O']	Michael Addition 0,0, 	-22.67
7131_0	['CN', 'C(C(C(CO)O)O)=CC(O)=O']	['C(CC(C(C(CO)O)O)NC)(O)=O']	Deamination 3 (inverse)	191.44
7131_1	['CN', 'C(C(C(CO)O)O)=CC(O)=O']	['C(CC(C(C(CO)O)O)NC)(O)=O']	Michael Addition 0,0, 	191.44
7133_0	['CN', 'C(C(C(CO)O)O)=CC(O)=O']	['C(C(CC(C(CO)O)O)NC)(O)=O']	Deamination 3 (inverse)	191.44
7134_0	['CN', 'C(C(C=CC(CO)O)O)(O)=O']	['C(C(CC(C(CO)O)NC)O)(O)=O']	Deamination 3 (inverse)	367.15
7135_0	['CN', 'C(C(C=CC(CO)O)O)(O)=O']	['C(C(C(CC(CO)O)NC)O)(O)=O']	Deamination 3 (inverse)	178.21
7137_0	['C(C(C(CO)O)O)=CC(O)=O']	['C(=O)=O', 'C=CC(C(CO)O)O']	Alpha-Beta Unsaturated Acid Decarboxylation	-223.69
7139_0	['C(C(C=CC(CO)O)O)(O)=O']	['C(=O)=O', 'C(C(CO)O)=CCO']	Beta-gamma Unsaturated Acid Decarboxylation	-202.51
7140_0	['C(C(CNC)=O)(CC(CO)O)=O']	['O', 'C1(C(CN(C)C(CO)C1)=O)=O']	Mannich Addition	-627.08
7141_0	['C(C(CO)O)(CC(CNC)=O)=O']	['O', 'C1(C(CN(C)CC(C1)=O)O)=O']	Mannich Addition	-448.94
7142_0	['C(CCO)(C(C(CNC)=O)O)=O']	['O', 'C1(CCN(C)CC(C1O)=O)=O']	Mannich Addition	-124.2
7143_0	['C(CC(C(C(CNC)=O)O)O)=O']	['O', 'C(CC1C(C(CN1C)=O)O)=O']	Mannich Addition	-402.23
7145_0	['C(C(C(CO)O)O)(CCN)=O']	['O', 'C1(C(C(CO)NCC1)O)=O']	Mannich Addition	-192.77
7147_0	['C(C(CN)O)(CC(CO)O)=O']	['O', 'C1(C(CNC(CO)C1)O)=O']	Mannich Addition	-353.26
7149_0	['C(C(CO)O)(CC(CN)O)=O']	['O', 'C1(C(CNCC(C1)O)O)=O']	Mannich Addition	41.36
7151_0	['C(C(C(CN)O)O)(CCO)=O']	['O', 'C1(C(C(CNCC1)O)O)=O']	Mannich Addition	-335.13
7153_0	['C(CC(C(C(CN)O)O)O)=O']	['O', 'C(CC1C(C(CN1)O)O)=O']	Mannich Addition	-192.52
7155_0	['C(CC(C=O)NC)(C(CO)O)=O']	['O', 'C1(CC(C=O)N(C)CC1O)=O']	Mannich Addition	-119.84
7156_0	['C(CC(C=O)O)(C(CNC)O)=O']	['O', 'C1(CC(C=O)N(C)CC1O)=O']	Mannich Addition	-113.11
7158_0	['C(C(C(C(CCO)=O)O)NC)=O']	['O', 'C(C1C(C(CCN1C)=O)O)=O']	Mannich Addition	-121.62
7159_0	['C(C(C(C=O)O)O)(CCNC)=O']	['O', 'C(C1C(C(CCN1C)=O)O)=O']	Mannich Addition	-114.9
7161_0	['C(C(C(C(CCN)O)O)O)=O']	['O', 'C(C(C1C(CCN1)O)O)=O']	Mannich Addition	-30.79
7163_0	['C1(C(C(C(C1CO)O)O)O)=O', 'N']	['O', 'C1(C(C(C(C1CO)N)O)O)=O']	Mannich Addition	223.74
7165_0	['C1(C(C(C(C1CO)O)O)O)=O', 'N']	['O', 'C1(C(C(C(C1CO)O)N)O)=O']	Mannich Addition	234.26
7167_0	['C1(C(C(C(C1CO)O)O)O)=O', 'N']	['O', 'C1(C(C(C(C1CN)O)O)O)=O']	Mannich Addition	272.5
7169_0	['C1(C(C(C(C(C1)O)O)O)O)=O', 'N']	['O', 'C1(C(C(C(C(C1)O)O)N)O)=O']	Mannich Addition	280.22
7171_0	['C1(C(C(C(C(C1)O)O)O)O)=O', 'N']	['O', 'C1(C(C(C(C(C1)N)O)O)O)=O']	Mannich Addition	284.08
7173_0	['C(C1C(C(C(C1O)O)O)O)=O', 'N']	['O', 'C(C1C(C(C(C1N)O)O)O)=O']	Mannich Addition	159.22
7175_0	['C(C(C(C=O)O)O)(O)=O', 'C(CNC)=O']	['O', 'C(C(C(C(O)=O)O)N(C)CC=O)=O']	Mannich Addition	372.2
7177_0	['C(C(C(C=O)O)O)(O)=O', 'C(CNC)=O']	['O', 'C(C(C(C=O)O)N(C)CC=O)(O)=O']	Mannich Addition	253.83
7179_0	['C(C(C(C=O)O)O)(O)=O', 'N']	['O', 'C(C(C(C=O)N)O)(O)=O']	Mannich Addition	65.68
7180_0	['C(C(C(C=O)O)O)(O)=O', 'N']	['O', 'C(C(C(C=O)O)N)(O)=O']	Mannich Addition	-51.68
7182_0	['C(C(C(C=O)O)O)(O)=O', 'C(CN)O']	['O', 'C(C(C(C(O)=O)O)NCCO)=O']	Mannich Addition	137.23
7184_0	['C(C(C(C=O)O)O)(O)=O', 'C(CN)O']	['O', 'C(C(C(C=O)O)NCCO)(O)=O']	Mannich Addition	329.63
7186_0	['C(C(CO)O)=O', 'C(CNC)=O']	['O', 'C(C(CN(C)CC=O)O)=O']	Mannich Addition	-62.08
7188_0	['C(C(CO)O)=O', 'C(CNCC(O)=O)=O']	['O', 'C(C(CN(CC(O)=O)CC=O)O)=O']	Mannich Addition	258.27
7190_0	['C(C(CO)O)=O', 'C(C(C(O)=O)N)(O)=O']	['O', 'C(C(C(O)=O)NCC(C=O)O)(O)=O']	Mannich Addition	503.27
7192_0	['C(C(CO)O)=O', 'C(C(CO)N)(O)=O']	['O', 'C(C(CO)NCC(C=O)O)(O)=O']	Mannich Addition	373.23
7193_0	['C(C(CO)O)=O', 'N']	['O', 'C(C(CN)O)=O']	Mannich Addition	-376.67
7195_0	['C(C(CO)O)=O', 'C(CN)O']	['O', 'C(C(CNCCO)O)=O']	Mannich Addition	28.07
7197_0	['C(C(CO)O)=O', 'C(C(C(CN)O)O)O']	['O', 'C(C(CNCC(C(CO)O)O)O)=O']	Mannich Addition	315.79
7199_0	['C(C(C(CO)C(C(CO)O)O)=O)=O', 'N']	['O', 'C(C(C(CO)C(C(CO)O)N)=O)=O']	Mannich Addition	180.33
7201_0	['C(C(C(CO)C(C(CO)O)O)=O)=O', 'N']	['O', 'C(C(C(CN)C(C(CO)O)O)=O)=O']	Mannich Addition	77.19
7203_0	['C(C(C(C(C(CO)O)O)=O)CO)=O', 'N']	['O', 'C(C(C(C(C(CO)N)O)=O)CO)=O']	Mannich Addition	104.32
7205_0	['C(C(C(C(C(CO)O)O)=O)CO)=O', 'N']	['O', 'C(C(C(C(C(CO)O)O)=O)CN)=O']	Mannich Addition	91.97
7207_0	['C(C(C(C(CO)C(CO)O)=O)O)=O', 'N']	['O', 'C(C(C(C(CO)C(CO)N)=O)O)=O']	Mannich Addition	98.37
7209_0	['C(C(C(C(CO)C(CO)O)=O)O)=O', 'N']	['O', 'C(C(C(C(CN)C(CO)O)=O)O)=O']	Mannich Addition	27.77
7211_0	['C(C(CO)C(C=O)O)(C(CO)O)=O', 'N']	['O', 'C(C(CO)C(C=O)N)(C(CO)O)=O']	Mannich Addition	-90.6
7213_0	['C(C(CO)C(C=O)O)(C(CO)O)=O', 'N']	['O', 'C(C(CO)C(C=O)O)(C(CN)O)=O']	Mannich Addition	-81.77
7215_0	['C(C(CO)C(C=O)O)(C(CO)O)=O', 'N']	['O', 'C(C(CN)C(C=O)O)(C(CO)O)=O']	Mannich Addition	-81.77
7217_0	['C(C(C(C=O)O)O)(C(CO)CO)=O', 'N']	['O', 'C(C(C(C(C(CO)CO)=O)O)N)=O']	Mannich Addition	-81.77
7219_0	['C(C(C(C=O)O)O)(C(CO)CO)=O', 'N']	['O', 'C(C(C(C=O)O)O)(C(CO)CN)=O']	Mannich Addition	-88.5
7221_0	['C(C(C(C(C(CO)=O)CO)O)O)=O', 'N']	['O', 'C(C(C(C(C(CO)=O)CO)N)O)=O']	Mannich Addition	-88.5
7223_0	['C(C(C(C(C(CO)=O)CO)O)O)=O', 'N']	['O', 'C(C(C(C(C(CO)=O)CN)O)O)=O']	Mannich Addition	-81.77
7225_0	['C(C(CO)O)(CC(C(C=O)O)O)=O', 'N']	['O', 'C(C(CO)O)(CC(C(C=O)O)N)=O']	Mannich Addition	-79.43
7227_0	['C(C(CO)O)(CC(C(C=O)O)O)=O', 'N']	['O', 'C(C(CN)O)(CC(C(C=O)O)O)=O']	Mannich Addition	-73.04
7229_0	['C(C(C(C(C=O)O)O)O)(CCO)=O', 'N']	['O', 'C(C(C(C(C=O)O)N)O)(CCO)=O']	Mannich Addition	-73.04
7231_0	['C(C(C(C(C=O)O)O)O)(CCO)=O', 'N']	['O', 'C(C(C(C(C=O)O)O)O)(CCN)=O']	Mannich Addition	-73.04
7233_0	['C(C(CO)C(C(C(C=O)O)O)O)=O', 'N']	['O', 'C(C(CO)C(C(C(C=O)O)N)O)=O']	Mannich Addition	-81.77
7235_0	['C(C(CO)C(C(C(C=O)O)O)O)=O', 'N']	['O', 'C(C(CO)C(C(C(C=O)O)O)N)=O']	Mannich Addition	-244.26
7237_0	['C(C(CO)C(C(C(C=O)O)O)O)=O', 'N']	['O', 'C(C(CN)C(C(C(C=O)O)O)O)=O']	Mannich Addition	43.91
